id,part_id,units_per_hour,work_table_id,semi_auto_work_table_id,machine_id,persons_1,persons_2,persons_3,active,is_migrated,description,deleted_at,created_at,updated_at
,272,0,,,,,,,1,0,"STS TH-CR-150-0180A",,"2026-04-09 20:05:00",
,273,0,,,,,,,1,0,"STS TH-CR-150-0181A",,"2026-04-09 20:05:00",
,274,0,,,,,,,1,0,"STS H-C-141-0171",,"2026-04-09 20:05:00",
,275,0,,,,,,,1,0,"STS H-C-128-29TP",,"2026-04-09 20:05:00",
,276,0,,,,,,,1,0,"STS TH-CR-436-0125",,"2026-04-09 20:05:00",
,277,0,,,,,,,1,0,"STS TH-CR-436-0126",,"2026-04-09 20:05:00",
,278,0,,,,,,,1,0,"STS TH-CR-436-0127",,"2026-04-09 20:05:00",
,279,0,,,,,,,1,0,"STS H-CL-181-1224-6/9-A",,"2026-04-09 20:05:00",
,280,236,,,,1,,,1,0,"STS H-CR-436-36 CRIMP",,"2026-04-09 20:05:00",
,280,224,,,,,2,,1,0,"STS H-CR-436-36 CRIMP",,"2026-04-09 20:05:00",
,281,220,,,,1,,,1,0,"STS H-CR-436-37 CRIMP",,"2026-04-09 20:05:00",
,281,224,,,,,2,,1,0,"STS H-CR-436-37 CRIMP",,"2026-04-09 20:05:00",
,282,189,,,,1,,,1,0,"STS H-CR-436-38 CRIMP",,"2026-04-09 20:05:00",
,282,189,,,,,2,,1,0,"STS H-CR-436-38 CRIMP",,"2026-04-09 20:05:00",
,283,0,,,,,,,1,0,"STS H-CL-181-2220-90/9-18",,"2026-04-09 20:05:00",
,284,0,,,,,,,1,0,"STS TH-CL-181-1222-90/9",,"2026-04-09 20:05:00",
,285,0,,,,,,,1,0,"STS TH-CL-181-2222-90/9",,"2026-04-09 20:05:00",
,286,0,,,,,,,1,0,"STS H-C-114-C",,"2026-04-09 20:05:00",
,287,118,,,,,,3,1,0,"STS H-MB-501T",,"2026-04-09 20:05:00",
,288,0,,,,,,,1,0,"STS H-ML-12-90-S2",,"2026-04-09 20:05:00",
,289,0,,,,,,,1,0,"STS H-IL-8951-11",,"2026-04-09 20:05:00",
,290,0,,,,,,,1,0,"STS H-CR-436-41",,"2026-04-09 20:05:00",
,291,0,,,,,,,1,0,"STS C-C-52",,"2026-04-09 20:05:00",
,292,0,,,,,,,1,0,"STS TH-CR-436-44",,"2026-04-09 20:05:00",
,293,0,,,,,,,1,0,"STS TH-CR-436-36 CRIMP",,"2026-04-09 20:05:00",
,294,0,,,,,,,1,0,"STS TH-CR-436-37 CRIMP",,"2026-04-09 20:05:00",
,295,0,,,,,,,1,0,"STS TH-CR-436-38 CRIMP",,"2026-04-09 20:05:00",
,296,0,,,,,,,1,0,"STS H-ML-7-9-2R",,"2026-04-09 20:05:00",
,297,0,,,,,,,1,0,"STS H-HCL-7",,"2026-04-09 20:05:00",
,298,0,,,,,,,1,0,"STS H-HMB-306N",,"2026-04-09 20:05:00",
,299,128,,,,,,3,1,0,"STS H-HML-6-95",,"2026-04-09 20:05:00",
,300,0,,,,,,,1,0,"STS H-ML-8-0",,"2026-04-09 20:05:00",
,301,0,,,,,,,1,0,"STS H-HML-3",,"2026-04-09 20:05:00",
,302,115,,,,,,3,1,0,"STS H-HML-9-95",,"2026-04-09 20:05:00",
,303,154,,,,,,3,1,0,"STS H-HML-7-95",,"2026-04-09 20:05:00",
,304,0,,,,,,,1,0,"STS H-ML-8-S",,"2026-04-09 20:05:00",
,305,0,,,,,,,1,0,"STS TH-CR-436-57",,"2026-04-09 20:05:00",
,306,0,,,,,,,1,0,"STS TH-CR-150-0198",,"2026-04-09 20:05:00",
,307,0,,,,,,,1,0,"STS TH-CR-436-59",,"2026-04-09 20:05:00",
,308,136,,,,,,3,1,0,"STS H-ML-3-5",,"2026-04-09 20:05:00",
,309,0,,,,,,,1,0,"STS TH-CR-436-0128",,"2026-04-09 20:05:00",
,310,0,,,,,,,1,0,"STS H-HMB-301N",,"2026-04-09 20:05:00",
,311,131,,,,,,3,1,0,"STS H-HML-8-95",,"2026-04-09 20:05:00",
,312,0,,,,,,,1,0,"STS E-C-1-2",,"2026-04-09 20:05:00",
,313,136,,,,,2,,1,0,"STS E-C4-1",,"2026-04-09 20:05:00",
,314,184,,,,,2,,1,0,"STS E-C4-2",,"2026-04-09 20:05:00",
,315,144,,,,,2,,1,0,"STS E-C4-3",,"2026-04-09 20:05:00",
,316,0,,,,,,,1,0,"STS E-C4-4",,"2026-04-09 20:05:00",
,316,0,,,,,,,1,0,"STS E-C4-4",,"2026-04-09 20:05:00",
,317,144,,,,,2,,1,0,"STS E-C4-5",,"2026-04-09 20:05:00",
,318,230,,,,,2,,1,0,"STS E-C-249-8",,"2026-04-09 20:05:00",
,319,0,,,,,,,1,0,"STS H-ML-2-5",,"2026-04-09 20:05:00",
,320,0,,,,,,,1,0,"STS H-IL-250-A51",,"2026-04-09 20:05:00",
,321,0,,,,,,,1,0,"STS VH-CR-436-36 CRIMP",,"2026-04-09 20:05:00",
,322,0,,,,,,,1,0,"STS VH-CR-436-37 CRIMP",,"2026-04-09 20:05:00",
,323,0,,,,,,,1,0,"STS VH-CR-436-38 CRIMP",,"2026-04-09 20:05:00",
,324,200,,,,,2,,1,0,"STS H-M-1-05",,"2026-04-09 20:05:00",
,325,161,,,,,2,,1,0,"STS H-M-2-05",,"2026-04-09 20:05:00",
,326,154,,,,,2,,1,0,"STS H-M-3-05",,"2026-04-09 20:05:00",
,327,171,,,,,2,,1,0,"STS H-M-4-05",,"2026-04-09 20:05:00",
,328,0,,,,,,,1,0,"STS H-M-5-05",,"2026-04-09 20:05:00",
,329,0,,,,,,,1,0,"STS H-ML-12-9",,"2026-04-09 20:05:00",
,330,81,,,,,,3,1,0,"STS L-CL-5.5-02",,"2026-04-09 20:05:00",
,331,105,,,,,,3,1,0,"STS H-ML-5-5",,"2026-04-09 20:05:00",
,332,121,,,,,,3,1,0,"STS H-BML-124-10",,"2026-04-09 20:05:00",
,333,124,,,,,,3,1,0,"STS H-BML-324-10",,"2026-04-09 20:05:00",
,334,93,,,,,,3,1,0,"STS H-BML-B424-10",,"2026-04-09 20:05:00",
,335,112,,,,,,3,1,0,"STS L-CL-5-02",,"2026-04-09 20:05:00",
,336,0,,,,,,,1,0,"STS H-HML-7-90",,"2026-04-09 20:05:00",
,337,0,,,,,,,1,0,"STS H-HML-8-90",,"2026-04-09 20:05:00",
,338,104,,,,,,3,1,0,"STS H-HML-10-95",,"2026-04-09 20:05:00",
,339,0,,,,,,,1,0,"STS H-CL-181-3220-90/9-18",,"2026-04-09 20:05:00",
,340,0,,,,,,,1,0,"STS H-ML-5-90",,"2026-04-09 20:05:00",
,341,0,,,,,,,1,0,"STS H-IL-250-A52",,"2026-04-09 20:05:00",
,342,0,,,,,,,1,0,"STS H-IL-250-A56",,"2026-04-09 20:05:00",
,343,0,,,,,,,1,0,"STS H-CL-7-12-5",,"2026-04-09 20:05:00",
,344,0,,,,,,,1,0,"STS H-M-1-03",,"2026-04-09 20:05:00",
,345,0,,,,,,,1,0,"STS H-IL-250-A57",,"2026-04-09 20:05:00",
,346,0,,,,,,,1,0,"STS L-CL-9-5",,"2026-04-09 20:05:00",
,347,110,,,,,,3,1,0,"STS H-BML-122-10",,"2026-04-09 20:05:00",
,348,0,,,,,,,1,0,"STS H-ML-10-95",,"2026-04-09 20:05:00",
,349,116,,,,,,3,1,0,"STS H-BML-224-10",,"2026-04-09 20:05:00",
,350,113,,,,,,3,1,0,"STS H-BML-B324-10",,"2026-04-09 20:05:00",
,351,0,,,,,,,1,0,"STS H-IL-350-A66",,"2026-04-09 20:05:00",
,352,0,,,,,,,1,0,"STS H-HMB-201N",,"2026-04-09 20:05:00",
,353,0,,,,,,,1,0,"STS L-CL-6",,"2026-04-09 20:05:00",
,354,0,,,,,,,1,0,"STS H-HMB-306N-01",,"2026-04-09 20:05:00",
,355,0,,,,,,,1,0,"STS H-HMB-501N",,"2026-04-09 20:05:00",
,356,0,,,,,,,1,0,"STS H-ML-6-5",,"2026-04-09 20:05:00",
,357,135,,,,,,3,1,0,"STS H-HCB-106N-96",,"2026-04-09 20:05:00",
,358,143,,,,,,3,1,0,"STS H-HCB-206N-96",,"2026-04-09 20:05:00",
,359,195,,,,,2,,1,0,"STS H-HCB-306N-96",,"2026-04-09 20:05:00",
,359,131,,,,,,3,1,0,"STS H-HCB-306N-96",,"2026-04-09 20:05:00",
,360,0,,,,,,,1,0,"STS H-IL-250-A55",,"2026-04-09 20:05:00",
,361,0,,,,,,,1,0,"STS E-CL-249-8B",,"2026-04-09 20:05:00",
,362,125,,,,,2,,1,0,"STS H-HML-18-90",,"2026-04-09 20:05:00",
,362,130,,,,,,3,1,0,"STS H-HML-18-90",,"2026-04-09 20:05:00",
,363,245,,,,,2,,1,0,"STS H-HC-2-96",,"2026-04-09 20:05:00",
,364,133,,,,,,3,1,0,"STS H-BML-B224-10",,"2026-04-09 20:05:00",
,365,0,,,,,,,1,0,"STS H-HMB-406N-01",,"2026-04-09 20:05:00",
,366,127,,,,,,3,1,0,"STS H-BML-B124-10",,"2026-04-09 20:05:00",
,367,0,,,,,,,1,0,"STS H-HMB-106N-01",,"2026-04-09 20:05:00",
,368,0,,,,,,,1,0,"STS H-HMB-206N-01",,"2026-04-09 20:05:00",
,369,0,,,,,,,1,0,"STS H-HMB-506N-01",,"2026-04-09 20:05:00",
,370,161,,,,,,3,1,0,"STS H-HCL-7-96",,"2026-04-09 20:05:00",
,371,135,,,,,,3,1,0,"STS H-HCL-8-96",,"2026-04-09 20:05:00",
,372,0,,,,,,,1,0,"STS H-IL-350-A67",,"2026-04-09 20:05:00",
,373,0,,,,,,,1,0,"STS H-CL-181-2224-6/9",,"2026-04-09 20:05:00",
,374,119,,,,,,3,1,0,"STS H-HCB-506N-96",,"2026-04-09 20:05:00",
,375,0,,,,,,,1,0,"STS L-CL-3-02",,"2026-04-09 20:05:00",
,376,0,,,,,,,1,0,"STS H-HCL-6-96",,"2026-04-09 20:05:00",
,377,0,,,,,,,1,0,"STS H-HCB-406N-96",,"2026-04-09 20:05:00",
,378,0,,,,,,,1,0,"STS H-HMB-106N-A",,"2026-04-09 20:05:00",
,379,0,,,,,,,1,0,"STS H-HMB-206N-A",,"2026-04-09 20:05:00",
,380,131,,,,,,3,1,0,"STS H-MB-306N-A",,"2026-04-09 20:05:00",
,381,115,,,,,,3,1,0,"STS H-MB-406N-A",,"2026-04-09 20:05:00",
,382,119,,,,,,,1,0,"STS H-HMB-506N-A",,"2026-04-09 20:05:00",
,383,139,,,,,,,1,0,"STS H-HMB-206N-A",,"2026-04-09 20:05:00",
,384,0,,,,,,,1,0,"STS H-HMB-306N-A",,"2026-04-09 20:05:00",
,385,0,,,,,,,1,0,"STS H-HMB-406N-A",,"2026-04-09 20:05:00",
,386,0,,,,,,,1,0,"STS H-HCL-10-96",,"2026-04-09 20:05:00",
,387,119,,,,,,3,1,0,"STS H-MB-1",,"2026-04-09 20:05:00",
,388,119,,,,,,3,1,0,"STS H-MB-2",,"2026-04-09 20:05:00",
,389,156,,,,,,3,1,0,"STS H-MB-3",,"2026-04-09 20:05:00",
,390,122,,,,,,3,1,0,"STS H-MB-4",,"2026-04-09 20:05:00",
,391,118,,,,,,3,1,0,"STS H-MB-5",,"2026-04-09 20:05:00",
,392,108,,,,,,3,1,0,"STS H-MB-6",,"2026-04-09 20:05:00",
,393,108,,,,,,3,1,0,"STS H-MB-7",,"2026-04-09 20:05:00",
,394,123,,,,,,3,1,0,"STS H-MB-8",,"2026-04-09 20:05:00",
,395,122,,,,,,3,1,0,"STS H-MB-9",,"2026-04-09 20:05:00",
,396,132,,,,,2,,1,0,"STS H-MB-10",,"2026-04-09 20:05:00",
,396,119,,,,,,3,1,0,"STS H-MB-10",,"2026-04-09 20:05:00",
,397,0,,,,,,,1,0,"STS H-MB-16",,"2026-04-09 20:05:00",
,398,0,,,,,,,1,0,"STS H-MB-17",,"2026-04-09 20:05:00",
,399,0,,,,,,,1,0,"STS H-MB-18",,"2026-04-09 20:05:00",
,400,0,,,,,,,1,0,"STS H-MB-20",,"2026-04-09 20:05:00",
,401,0,,,,,,,1,0,"STS H-HMB-6",,"2026-04-09 20:05:00",
,402,142,,,,,,3,1,0,"STS H-HMB-7",,"2026-04-09 20:05:00",
,403,122,,,,,,3,1,0,"STS H-HMB-8",,"2026-04-09 20:05:00",
,404,0,,,,,,,1,0,"STS H-HMB-9",,"2026-04-09 20:05:00",
,405,0,,,,,,,1,0,"STS H-HMB-10",,"2026-04-09 20:05:00",
,406,0,,,,,,,1,0,"STS H-HMB-17",,"2026-04-09 20:05:00",
,407,0,,,,,,,1,0,"STS H-HMB-18",,"2026-04-09 20:05:00",
,408,0,,,,,,,1,0,"STS H-HMB-19",,"2026-04-09 20:05:00",
,409,0,,,,,,,1,0,"STS H-HMB-20",,"2026-04-09 20:05:00",
,410,161,,,,,,3,1,0,"STS H-ML-17-9",,"2026-04-09 20:05:00",
,411,0,,,,,,,1,0,"STS H-ML-18-9",,"2026-04-09 20:05:00",
,412,113,,,,,,3,1,0,"STS H-BML-322-10",,"2026-04-09 20:05:00",
,413,396,,,,1,,,1,0,"STS H-C-2-2",,"2026-04-09 20:05:00",
,413,328,,,,,2,,1,0,"STS H-C-2-2",,"2026-04-09 20:05:00",
,414,272,,,,,2,,1,0,"STS H-C-075",,"2026-04-09 20:05:00",
,415,0,,,,,,,1,0,"STS H-BML-B524-10",,"2026-04-09 20:05:00",
,416,123,,,,,,3,1,0,"STS H-BML-424-10",,"2026-04-09 20:05:00",
,417,0,,,,,,,1,0,"STS H-ML-7-97-01",,"2026-04-09 20:05:00",
,418,155,,,,,,3,1,0,"STS H-ML-8-93-01",,"2026-04-09 20:05:00",
,419,120,,,,,2,,1,0,"STS H-HC-2-0-H",,"2026-04-09 20:05:00",
,420,69,,,,,,3,1,0,"STS H-CB-612N",,"2026-04-09 20:05:00",
,421,93,,,,,2,,1,0,"STS H-HC-001",,"2026-04-09 20:05:00",
,422,228,,,,,2,,1,0,"STS H-HC-3-96",,"2026-04-09 20:05:00",
,423,0,,,,,,,1,0,"STS H-BML-B324-10-A",,"2026-04-09 20:05:00",
,424,0,,,,,,,1,0,"STS H-HMB-3",,"2026-04-09 20:05:00",
,425,0,,,,,,,1,0,"STS H-HMB-13",,"2026-04-09 20:05:00",
,426,0,,,,,,,1,0,"STS H-MB-13",,"2026-04-09 20:05:00",
,427,0,,,,,,,1,0,"STS H-BML-B224-10-A",,"2026-04-09 20:05:00",
,428,149,,,,,2,,1,0,"STS H-HC-1-96",,"2026-04-09 20:05:00",
,429,0,,,,,,,1,0,"STS H-ML-17-9-M",,"2026-04-09 20:05:00",
,430,0,,,,,,,1,0,H-200-181-3222-90/9,,"2026-04-09 20:05:00",
,431,0,,,,,,,1,0,"STS H-ML-18-9-M",,"2026-04-09 20:05:00",
